counter,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q2,Q2_text,Q3,Q3_text,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_text,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_text,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_text,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q11a_1,Q11a_2,Q11a_3,Q11a_4,Q11a_5,Q11a_6,Q11a_7,Q11a_8,Q11a_9,Q11a_10,Q11a_11,Q11a_12,Q11b_1,Q11b_2,Q11b_3,Q11b_4,Q11b_5,Q11b_6,Q11b_7,Q11b_8,Q11b_9,Q11b_10,Q11b_11,Q11b_12,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_text,Q13,Q14_text,Q15,Q15_text,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_text,Q19,Q19_text,Q20,Q21,Q22,Q23
1102,10,5,0,80,5, , ,academic, ,Agriculture,Agricultural Science,Yes,No,No,Yes,No,No,No,No,No,No, ,some,all,none,none,all, , , ,No,No,No,No,No,No,No,No,No, ,agree somewhat,agree somewhat,neither agree nor disagree,agree strongly,agree strongly,agree somewhat,neither agree nor disagree,agree strongly,agree strongly,agree strongly,disagree somewhat,disagree somewhat,agree somewhat,agree somewhat,agree strongly,agree strongly,agree strongly,disagree somewhat,disagree strongly,agree somewhat,agree somewhat,agree somewhat,disagree strongly,neither agree nor disagree,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,agree strongly,agree strongly,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No, ,Yes - for all my datasets, ,Federal/national government, ,Yes,No,No,No,No,No,No,No,No,No,No, ,Researcher, ,Japan, ,33,Male
1103,10,5,5,60,20, , ,academic, ,Geography,Geography,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, , ,some, ,some, , , , ,Yes,No,No,Yes,No,Yes,No,Yes,No, ,agree somewhat,agree somewhat,agree somewhat,agree somewhat,disagree somewhat,agree somewhat,disagree somewhat,disagree strongly,disagree somewhat,disagree somewhat,agree somewhat,disagree somewhat,agree somewhat,disagree somewhat,disagree strongly,disagree somewhat,disagree strongly,disagree somewhat,disagree somewhat,agree strongly,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,disagree strongly,agree somewhat,agree somewhat,agree somewhat,agree strongly,agree somewhat,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No, ,Yes - for some of my datasets,"Some of the data I use are Federal public products and I will share the method to access those data from the appropriate Federal source, but not the actual data.",Federal/national government, ,No,No,No,No,No,No,No,No,No,Yes,No, ,Associate Professor, ,United States of America,Michigan,42,Male
1104,10,5,5,75,5, , ,non-profit, ,Environmental science, ,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No, ,some, , , , ,some,all, ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes, ,neither agree nor disagree,disagree somewhat, ,agree strongly,disagree strongly,neither agree nor disagree,neither agree nor disagree,disagree strongly,disagree strongly,disagree strongly,disagree strongly,disagree strongly,neither agree nor disagree,disagree strongly,disagree strongly,disagree strongly,disagree strongly,neither agree nor disagree,disagree somewhat,agree somewhat,agree strongly,agree strongly,agree somewhat,neither agree nor disagree,disagree strongly,agree strongly,neither agree nor disagree,neither agree nor disagree,agree strongly,agree strongly,Yes,No,Yes,No,No, ,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No, ,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No, ,No,I share many data sets with other PI's and we usually ask each other about sharing outside of the group.,Federal/national government, ,No,Yes,No,No,No,No,No,No,No,No,Yes, ,Other,Senior Scientist.,United States of America,New York,57,Male
1105,25,5, ,50,20, , ,academic, ,Social sciences, ,No,No,No,No,No,Yes,No,No,No,No, ,none,none,none,none,none,none, , ,Yes,Yes,No,Yes,No,Yes,No,Yes,No, ,agree somewhat,disagree somewhat,disagree somewhat,agree somewhat,disagree somewhat,agree somewhat,agree somewhat,disagree strongly,neither agree nor disagree,neither agree nor disagree,disagree strongly,disagree strongly,disagree strongly,disagree strongly,disagree somewhat,disagree strongly,disagree strongly,agree somewhat,agree somewhat,agree strongly,agree strongly,agree strongly,agree somewhat,disagree somewhat,disagree strongly,agree somewhat,disagree somewhat,agree somewhat,agree strongly,agree somewhat,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes, ,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No, ,Yes - for some of my datasets, ,Private foundation, ,No,No,No,No,No,No,No,No,No,Yes,No, ,Professor, ,United States of America,Pennsylvania,46,Male
1106, , , ,50,50, , ,academic, ,Social sciences, ,No,No,No,No,Yes,No,No,No,Yes,No, ,none,none,some,none,none,none,some,some available upon request,No,No,No,Yes,No,No,No,Yes,Yes, , , ,agree somewhat, ,disagree somewhat,agree strongly,agree somewhat,disagree somewhat, ,agree somewhat,agree somewhat,agree somewhat,agree somewhat,disagree somewhat,agree strongly,agree somewhat,disagree somewhat,agree somewhat,neither agree nor disagree,agree strongly,agree strongly,agree strongly,agree somewhat,agree somewhat,disagree somewhat,agree somewhat,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No, ,No, ,Federal/national government, ,Don't know,No,No,No,No,No,No,No,No,No,No, ,Associate Professor, ,United States of America,Minnesota, , 
1107,10,10,5,60,15, , ,academic, ,Social sciences, ,No,No,No,No,No,Yes,No,No,No,No, ,none,some,none,none,none,none, , ,Yes,No,No,Yes,No,No,No,No,No, ,agree somewhat,agree somewhat,agree somewhat,agree somewhat, ,disagree somewhat,neither agree nor disagree,disagree somewhat,disagree somewhat,agree somewhat,disagree somewhat,disagree somewhat,agree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,agree strongly,agree strongly,agree somewhat,agree strongly,neither agree nor disagree,agree strongly,agree somewhat,neither agree nor disagree,neither agree nor disagree,disagree somewhat,agree strongly,agree strongly,agree strongly,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No, ,Yes - for all my datasets, ,Federal/national government, ,No,No,No,No,No,No,No,No,No,Yes,No, ,Assistant Professor, ,United States of America,Arizona,36,Male
1108,10,5,5,20,60, , ,academic, ,Social sciences, ,No,No,No,No,Yes,Yes,No,No,No,No, ,none,most,none,none,none,none, , ,No,No,No,No,No,No,No,Yes,No, ,neither agree nor disagree,neither agree nor disagree,disagree somewhat,neither agree nor disagree,disagree somewhat,agree somewhat,disagree somewhat,disagree strongly,disagree strongly,disagree somewhat,disagree somewhat,neither agree nor disagree,disagree strongly,disagree strongly,disagree somewhat,disagree strongly,disagree strongly,disagree somewhat,disagree strongly,disagree somewhat,agree somewhat,agree strongly,disagree somewhat,disagree strongly,disagree strongly,disagree somewhat,neither agree nor disagree,disagree somewhat,agree somewhat,disagree somewhat,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No, ,Yes - for some of my datasets, ,Federal/national government, ,Yes,No,No,No,No,No,No,No,No,No,Yes,None,Lecturer, ,United Kingdom of Great Britain and Northern Ireland, ,32,Male
1109,15,10,10,65, , , ,government, ,Environmental science, ,Yes,No,Yes,No,No,Yes,No,No,No,No, ,most, ,some, , , , , ,Yes,No,No,Yes,No,No,No,No,No, ,agree strongly,agree somewhat,agree somewhat,agree somewhat,agree strongly,agree strongly,agree somewhat,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,agree strongly,agree strongly,agree somewhat,agree strongly,agree somewhat,disagree somewhat,neither agree nor disagree,agree somewhat,neither agree nor disagree,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,disagree somewhat,agree strongly,agree somewhat,agree somewhat,agree strongly,agree somewhat,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No, ,Yes - for some of my datasets, ,Federal/national government, ,Yes,No,No,No,No,No,No,No,No,No,No, ,Researcher, ,Canada, ,63,Male
1110,15, , ,70,15, , ,academic, ,Biology, ,No,Yes,No,No,No,No,No,No,No,No, , , , , ,most, , , ,No,No,No,Yes,No,No,No,No,No, ,agree somewhat,agree strongly,agree somewhat,agree somewhat,agree strongly,agree strongly,agree strongly, ,agree somewhat,agree somewhat,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,agree somewhat,agree somewhat,agree strongly,neither agree nor disagree,agree somewhat,agree somewhat,agree strongly,agree somewhat,agree somewhat,agree somewhat,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No, ,Yes - for some of my datasets, ,Federal/national government, ,Yes,No,No,No,Yes,No,Yes,No,No,No,No, ,Post-doctoral fellow, ,Mexico, ,45,Female
1111,50,60,50,80,100, , ,academic, ,Biology, ,No,No,No,Yes,No,No,No,No,No,No, ,some,none,none, , ,all, , ,No,Yes,No,No,No,No,No,No,No, ,agree strongly,agree strongly, ,agree strongly,agree strongly,agree strongly,agree somewhat,agree somewhat,neither agree nor disagree,agree strongly,agree somewhat,neither agree nor disagree,agree somewhat,agree somewhat,agree strongly,agree strongly,agree strongly,agree somewhat,agree strongly,agree somewhat,agree strongly,agree strongly,agree strongly,agree somewhat,agree strongly,agree strongly,agree strongly,agree strongly,agree somewhat,agree somewhat,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes, ,Yes,No,Yes,Yes,No,Yes,Yes, ,No,No,No,No,No,No,No,No,Yes,No, ,Yes - for all my datasets, ,Federal/national government, ,Yes,No,No,No,No,No,No,No,No,Yes,No, ,Assistant Professor, ,India, ,34,Male
1112,10, , ,40,50, , ,academic, ,Geology, ,No,Yes,No,Yes,No,Yes,No,No,No,No, ,none,most, , ,some, , , ,No,No,No,No,No,No,No,No,No, ,agree somewhat,agree somewhat,neither agree nor disagree,disagree somewhat,disagree somewhat,neither agree nor disagree,agree somewhat,neither agree nor disagree,agree somewhat,neither agree nor disagree,disagree somewhat,disagree somewhat,disagree somewhat,disagree strongly,disagree strongly,disagree strongly,disagree strongly,agree strongly,agree somewhat,neither agree nor disagree,agree somewhat,agree somewhat,agree strongly,agree strongly,agree strongly,disagree somewhat,neither agree nor disagree,neither agree nor disagree,agree strongly,neither agree nor disagree,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes, ,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes, ,Yes,No,No,No,No,No,No,No,No,No, ,Yes - for all my datasets, ,Federal/national government, ,Yes,No,No,No,No,No,No,No,No,Yes,No, ,Professor, ,Italy, ,57,Male
1113,15, , ,15,70, , ,academic, ,Other,Paleoceanography,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No, , , ,some, ,some, , , ,No,No,No,No,No,No,No,No,No, ,agree strongly,agree strongly,agree somewhat,agree strongly,agree somewhat,agree strongly,agree strongly,agree somewhat, , ,disagree strongly,disagree strongly,agree somewhat,disagree strongly,disagree strongly,neither agree nor disagree,disagree strongly,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree strongly,agree strongly,neither agree nor disagree,disagree strongly,agree somewhat,agree strongly,agree strongly,agree strongly,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No, ,Yes - for some of my datasets,co- investigators,Federal/national government, ,No,No,No,No,No,No,No,No,No,No,Yes,"NCDC- national climate data centre,Pangaea,",Other,Instructor,Canada, ,38,Female
1114,10,10,10,50,20, , ,academic, ,Other,natural products chemistry,No,No,No,Yes,No,No,No,No,No,No, ,some, , , , , , , ,Yes,No,No,No,No,No,No,No,No, ,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree strongly, , ,agree strongly,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No, ,Yes - for all my datasets, ,Federal/national government, ,Yes,No,No,No,No,No,No,No,No,Yes,No, ,Professor, ,Mexico, ,58, 
1115,25,10,30,30,5, , ,non-profit, ,Hydrology, ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,some,some,some, , , , , ,No,No,No,Yes,No,No,No,No,No, ,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,disagree strongly,neither agree nor disagree,disagree somewhat,disagree somewhat,disagree somewhat,neither agree nor disagree,agree somewhat,disagree somewhat,disagree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree strongly,agree strongly,neither agree nor disagree,agree somewhat,disagree strongly,agree strongly,agree strongly,agree strongly,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No, ,Yes - for all my datasets, ,State/regional government, ,Yes,No,No,No,No,No,No,No,No,No,No, ,Other,project manager,United States of America,California,39,Male
1116,25,10,5,30,30, , ,non-profit, ,Environmental science, ,No,No,No,Yes,No,No,No,No,No,No, ,most, ,some, ,most, , , ,No,No,No,No,No,No,No,No,No, ,neither agree nor disagree,agree somewhat,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,disagree somewhat,agree somewhat,disagree somewhat,agree somewhat,neither agree nor disagree,disagree somewhat,disagree somewhat,agree somewhat,disagree somewhat,neither agree nor disagree,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,disagree somewhat,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,agree somewhat,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No, ,Yes - for all my datasets, ,Federal/national government, ,No,No,No,No,No,No,No,No,No,Yes,No, ,Associate Professor, ,Slovenia, ,52,Female
1117,20, , ,40,35,5,Hosting information/study skill/forensic days sessions,academic, ,Psychology, ,No,No,Yes,Yes,No,No,No,No,Yes,No, ,none,some,some,none,none,none,some, ,Yes,No,Yes,Yes,No,Yes,No,No,No, ,agree somewhat,agree somewhat,agree somewhat,neither agree nor disagree,neither agree nor disagree,agree somewhat,agree somewhat,neither agree nor disagree,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,agree strongly,agree somewhat,disagree somewhat,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,disagree somewhat,neither agree nor disagree,neither agree nor disagree,disagree somewhat,agree somewhat,agree somewhat,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No, ,Yes - for all my datasets, ,State/regional government, ,Don't know,No,No,No,No,No,No,No,No,Yes,No, ,Assistant Professor, ,Canada, ,32,Female
1118,20,10,10,35,25, , ,academic, ,Environmental science, ,Yes,Yes,No,Yes,No,No,No,Yes,No,No, ,some, , , , , , , ,Yes,Yes,No,Yes,No,No,No,No,No, ,agree somewhat,neither agree nor disagree,disagree somewhat,neither agree nor disagree,disagree somewhat,agree somewhat,agree strongly,neither agree nor disagree,disagree strongly,neither agree nor disagree,disagree strongly,disagree strongly,disagree strongly,disagree strongly,disagree strongly,disagree strongly,disagree strongly,agree somewhat,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,agree somewhat,agree strongly, ,agree somewhat,agree somewhat,agree strongly,agree strongly,agree strongly,agree strongly,Yes,Yes,Yes,Yes,No,No,No, ,Yes, , , ,Yes,Yes,Yes,Yes,No,No,No, ,Yes, , , ,No,No,No,No,No,No,No,No,No,No, ,Yes - for all my datasets, ,Federal/national government, ,No,Yes,No,No,No,Yes,No,No,No,No,No, ,Professor, ,Argentina, ,50,Male
1119,10,5,10,50,25, , ,academic, ,Education, ,No,No,No,No,Yes,Yes,No,No,Yes,No, ,none,none,none,none,none,none,most, ,No,Yes,No,Yes,No,No,Yes,No,No, ,agree strongly,agree somewhat,agree somewhat,disagree somewhat,disagree somewhat,disagree somewhat, ,disagree somewhat,neither agree nor disagree,agree somewhat,disagree strongly,disagree strongly,disagree somewhat,disagree strongly,disagree strongly,disagree strongly,disagree strongly,agree somewhat,disagree strongly,agree strongly,agree strongly,agree strongly,agree somewhat,agree somewhat,disagree somewhat,agree somewhat,agree strongly,neither agree nor disagree,agree strongly,agree strongly,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No, ,Yes - for all my datasets, ,Federal/national government, ,No,No,No,No,No,No,No,No,No,Yes,No, ,Professor, ,Brazil, ,86,Female
1120,5,0,0,65,25,10, ,academic, ,Social sciences, ,No,No,No,Yes,Yes,No,No,No,Yes,No, ,none,none,none,none,none,none,none, ,Yes,Yes,No,No,Yes,No,No,No,Yes,reviewers and editor,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,disagree strongly,disagree strongly,disagree somewhat,disagree somewhat,disagree strongly,disagree somewhat,disagree strongly,agree somewhat,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,neither agree nor disagree,agree strongly,neither agree nor disagree,agree somewhat,agree somewhat,neither agree nor disagree,No,No,No,No, , , , , , , , ,No,No, , , , , , , , , , ,No,No,No,No,No,No,No,No,Yes,No, ,Yes - for all my datasets, ,State/regional government, ,No,No,No,No,No,No,No,No,No,No,No, ,Assistant Professor, ,United States of America,Texas,46,Male
1121,10,20,10,30,30, , ,academic, ,Other,Public Health,No,Yes,No,No,Yes,Yes,No,No,Yes,No, ,none,none,none,none,none,none,some,Professional network,Yes,No,Yes,No,No,No,Yes,No,No, ,agree somewhat,agree strongly,agree strongly,agree strongly,agree somewhat,agree somewhat,disagree somewhat,disagree somewhat,agree somewhat,agree somewhat,disagree somewhat,disagree strongly,agree somewhat,disagree somewhat,agree somewhat,agree somewhat,disagree somewhat,agree somewhat,neither agree nor disagree,agree strongly,agree strongly,agree strongly,neither agree nor disagree,disagree somewhat,disagree somewhat,disagree somewhat,agree somewhat,agree somewhat,agree strongly,agree somewhat,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No, ,Yes - for some of my datasets, ,Other, ,Yes,No,No,No,No,No,No,No,No,No,No, ,Associate Professor, ,Cameroon, ,50,Male
1122,25,20, ,50,5, , ,government, ,Biology, ,No,No,No,No,No,No,No,No,No,No,Genomics data,some, , , ,some, , , ,No,No,No,Yes,Yes,No,No,No,No, ,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,agree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,neither agree nor disagree,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,disagree strongly,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,agree somewhat, ,disagree somewhat,agree strongly,agree strongly,agree strongly,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No, ,Yes - for some of my datasets,Institute approvals.,Federal/national government, ,No,No,No,No,No,No,No,No,No,No,No,"NCBI, TAIR, internal databases",Researcher, ,Canada, ,60,Female
1123,20,20,10,20,20, , ,academic, ,Ecology, ,Yes,Yes,No,Yes,No,Yes,No,No,No,No, ,some,some,some,none,some,none, , ,Yes,No,No,No,No,No,No,No,No, ,agree somewhat,agree strongly,agree strongly,agree somewhat,agree somewhat,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,agree somewhat,agree strongly,agree strongly,agree somewhat,agree somewhat,agree strongly,neither agree nor disagree,neither agree nor disagree,agree strongly,agree strongly,agree somewhat,agree strongly,agree strongly,agree strongly,neither agree nor disagree,agree strongly,agree strongly,agree strongly,neither agree nor disagree,Yes,Yes,Yes, ,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes, ,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No, ,Yes - for all my datasets, ,Private foundation, ,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No, ,Associate Professor, ,Nigeria, ,50,Male
